username,group_number,rate,feedback,time
uid9,4,3,,9:06
uid9,5,4,הציג יפה וברור,9:20
uid9,7,5,השקענו המון על הפרוייקט וחושבת שהלך לנו טוב אבל נחכה לדירוג של כולם שייקבע,9:59
uid9,9,3,,10:06
uid9,2,5,הסבירו טוב וברור היה מעניין מאוד,10:22
uid23,3,2,,7:31
uid23,10,3,,7:48
uid23,8,4,,8:03
uid23,6,5,,8:35
uid23,1,4,,8:50
uid23,4,4,,9:06
uid23,5,5,,9:20
uid23,7,5,,9:54
uid23,9,3,,10:09
uid23,2,4,,10:25
uid11,3,4,"בהנחה שאני לא מתייחסת לתקלות הטכניות שהיו.. 
ניתן לראות שחקרו את הדאטה היטב , יש ידע על הדאטה עצמה 
והמסקנות אכן היו מעניינות ",7:31
uid11,10,3,,7:48
uid11,8,5,"גרפים מגוונים ויזואליזציה טובה 
דיוקים קטנים של עיצוב שלא ניראים טוב בעיני ",8:02
uid11,6,5,עשינו את ההכי טוב שיכולנו בהתאם לתנאים ולכן אנחנו מרוצים מעבודה שלנו למרות שמודעים לזה שהיה יכול להיות יותר טוב (: ,8:44
uid11,1,4,,8:55
uid11,4,3,,9:09
uid11,5,4,,9:23
uid11,7,4,,9:54
uid11,9,3,,10:14
uid11,2,5,,10:22
uid1,3,4,,7:32
uid1,10,5,,7:46
uid1,8,5,,8:00
uid1,6,4,,8:35
uid1,1,4,,8:49
uid1,4,5,,9:12
uid1,5,5,,9:17
uid1,7,4,,9:51
uid1,9,5,,10:08
uid1,2,5,,10:23
uid7,3,4,,7:32
uid7,10,4,,7:50
uid7,8,3,,8:46
uid7,6,4,,8:46
uid7,1,5,,8:50
uid7,4,4,,9:12
uid7,5,4,,9:20
uid7,9,3,,11:31
uid7,7,3,,11:31
uid7,2,5,,11:32
uid10,3,3,לא ממש הבנתי את המסקנה הראשונה,7:32
uid10,10,4,"היה ממש מעניין! הייתי רוצה לראות מאמר שמסביר על עיניין הפסיכולוגי של נשים ואירועי ירי 
",7:49
uid10,8,5,ממש מובן! ,8:03
uid10,6,5,,8:41
uid10,1,4,,8:52
uid10,4,3,היה מעניין אך היה חסר עומק ,9:07
uid10,5,5,,9:32
uid10,7,4,,9:59
uid10,9,4,,10:09
uid10,2,5,,10:23
uid5,3,3,היה מעניין  וניתן לראות שעבדו על הפרויקט אך ההצגה של הדאטה עצמה עד סוף ההצגה לא הבנתי שמדובר בזכינות ולא מניותמוזה בעייתי להקשיב לפרויקט ובסוף רק לגלות על מה הוא,7:32
uid5,10,4,"הגרפים היו מעניינים ותכליתיים,המפה הייתה טובה ויעילה ,",7:47
uid5,8,5,הייתי מפרט יותר על מה הפרויקט כי זה לא תמיד היה מובן עד הסוףצאבל הגרפים היוממש טובים ומובניפ,8:01
uid5,6,4,ההערה על שימוש בגרסה ישנה של גרף מובנת וחשובה וצריך ללמוד לשאר הקורסים,8:45
uid5,4,3,לא כלכך היה לי מובן מה המסקנות בסוף ומה הם מבינים בשורה התחתונה,9:05
uid5,5,4,"הצגה מעניינת מסקנות טובות אך לא מובן לפעמיים מאיפה הוא קבע עובדות ומסקנות ,קצת 
 לא היה מובן",9:23
uid5,7,4,"היה מעניין ,הייתי נותן דגש במסקנותשזה נלקח מהודו ואז ככה המסקנות יותר מובנות",9:57
uid5,9,4,"היה תצוגה טובה ,המסקנות צריכות להיות תכליתיות וענייניות יותר כי לא הייתה מובנת התאכלס",10:13
uid5,1,4,מובן מאוד וברור,10:25
uid5,2,5,פרויקט מושלם היה מובן מאוד,10:26
uid3,3,3,,7:40
uid3,10,3,,8:01
uid3,8,4,לדעתי קצת יותר מדי איורים אבל מעניין,8:05
uid3,6,4,,8:41
uid3,1,4,,8:52
uid3,7,2,"לא היו תובנות המסבירות מה היה לפני הקורונה ואחר הקורונה, לא היו שינויים בין התקופות",9:10
uid3,5,4,,9:21
uid3,4,3,לא הבנתי איפה כן היה שינוי לפני ואחרי הקורונה.,10:02
uid3,9,4,,10:14
uid3,2,5,,10:24
uid8,3,5,,7:50
uid8,8,5,,8:00
uid8,10,5,,8:01
uid8,6,5,,8:40
uid8,1,5,,8:50
uid8,9,5,,9:12
uid8,4,5,,9:14
uid8,5,5,,9:16
uid8,7,3,,9:48
uid8,2,3,,10:05
