username,group_number,rate,feedback,time
uid205,12,4,,10:15
uid206,1,3,,6:26
uid206,2,5,,6:46
uid206,3,2,,6:59
uid206,4,3,,7:29
uid206,5,3,,7:43
uid206,6,4,,8:00
uid206,7,5,,8:33
uid206,8,4,,8:49
uid206,9,5,,8:58
uid206,10,5,,9:38
uid206,11,5,,10:01
uid206,12,3,,10:20
uid207,1,2,,6:25
uid207,2,3,,6:46
uid207,3,4,,7:03
uid207,4,2,,7:29
uid207,5,4,,7:45
uid207,6,4,,7:59
uid207,7,2,,8:35
uid207,8,3,,8:54
uid207,9,2,,8:59
uid207,10,2,,9:36
uid207,11,5,,9:50
uid207,12,1,,10:08
uid208,1,2,,6:28
uid208,2,5,,6:50
uid208,3,5,,7:03
uid208,4,4,,7:34
uid208,5,3,,7:45
uid208,6,3,,8:03
uid208,7,1,,8:33
uid208,8,3,,8:52
uid208,9,4,,8:59
uid208,10,4,,9:41
uid208,11,1,,9:52
uid208,12,1,,10:13
uid209,1,3,,6:34
uid209,2,5,,6:44
uid209,3,5,,6:58
uid209,4,4,,7:30
uid209,5,3,,7:42
uid209,6,3,,8:06
uid209,7,4,,8:33
uid209,8,5,,8:46
uid209,9,3,,8:54
uid209,10,4,,9:42
uid209,11,2,,9:54
uid209,12,2,,10:13
uid210,1,3,,6:33
uid210,2,4,,6:49
uid210,3,4,,7:00
uid210,4,3,,7:32
uid210,5,2,,7:37
uid210,6,5,,8:23
uid210,7,2,,8:34
uid210,8,4,,8:49
uid210,9,5,,9:01
uid210,10,3,,9:42
uid210,11,3,,9:52
uid210,12,2,,10:09
uid211,1,1,,6:32
uid211,2,5,,6:49
uid211,3,3,,6:59
uid211,4,4,,7:32
uid211,5,3,,7:42
uid211,6,5,,8:05
uid211,7,5,,8:36
uid211,8,4,,8:47
uid211,9,5,,9:03
uid211,10,5,,9:40
uid211,11,3,,9:59
uid211,12,5,,10:16
uid212,1,3,,6:32
uid212,2,4,,6:49
uid212,3,3,,7:08
uid212,4,4,,7:31
uid212,5,5,,7:41
uid212,6,4,,8:01
uid212,7,4,,8:33
uid212,8,3,,8:45
uid212,9,5,,9:26
uid212,10,3,,9:40
uid212,11,4,,9:52
uid212,12,2,,10:14
uid213,1,4,,6:33
uid213,2,5,,6:47
uid213,3,4,,7:04
uid213,4,5,,7:30
uid213,5,5,,7:51
uid213,6,4,,8:07
uid213,7,3,,8:38
uid213,8,4,,8:53
uid213,9,3,,9:04
uid213,11,3,,9:54
uid213,10,4,,9:57
uid213,12,2,,10:12
uid214,1,2,,6:27
uid214,2,4,,6:49
uid214,3,4,,7:05
uid214,4,3,,7:29
uid214,5,2,,7:48
uid214,6,4,,8:00
uid214,7,2,,8:35
uid214,8,4,,8:55
uid214,9,4,,9:04
uid214,10,4,,9:50
uid214,11,5,,9:51
uid214,12,1,,10:08
uid215,1,5,,6:33
uid215,2,1,,6:50
uid215,3,4,,6:58
uid215,4,2,,7:31
uid215,5,4,,7:47
uid215,6,2,,8:06
uid215,7,4,,8:35
uid215,8,4,,8:49
uid215,9,5,,8:58
uid215,10,4,,9:37
uid215,11,4,,10:01
uid215,12,4,,10:07
uid216,1,3,,6:25
uid216,2,4,,6:44
uid216,3,4,,7:04
uid216,4,5,,7:33
uid216,5,1,,7:38
uid216,6,3,,8:05
uid216,7,2,,8:29
uid216,8,1,,8:41
uid216,9,1,,8:56
uid216,10,5,,9:35
uid216,11,1,,9:48
uid216,12,1,,10:01
uid217,1,5,,6:31
uid217,2,5,,6:47
uid217,3,4,,6:59
uid217,4,4,,7:28
uid217,5,4,,7:49
uid217,6,5,,8:02
uid217,7,5,,8:31
uid217,8,5,,8:51
uid217,9,4,,8:56
uid217,11,4,,9:53
uid217,10,5,,9:54
uid217,12,3,,10:08
uid218,1,3,,6:26
uid218,2,4,,6:44
uid218,3,3,,6:57
uid218,4,3,,7:26
uid218,5,5,,7:49
uid218,6,3,,8:03
uid218,7,4,,8:24
uid218,8,3,,8:44
uid218,9,3,,8:56
uid218,10,4,,9:37
uid218,11,3,,9:47
uid218,12,3,,10:03
uid219,1,3,,6:35
uid219,2,4,,6:49
uid219,3,4,,7:03
uid219,4,5,,7:36
uid219,5,3,,7:45
uid219,6,4,,7:59
uid219,7,3,,8:35
uid219,8,3,,8:52
uid219,9,3,,9:04
uid219,10,4,,9:39
uid219,11,3,,9:52
uid219,12,3,,10:11
uid180,1,4,,6:34
uid180,2,4,,6:46
uid180,3,4,,7:00
uid180,4,4,,7:31
uid180,5,4,,7:43
uid180,6,4,,8:01
uid180,7,5,,8:33
uid180,8,4,,8:45
uid180,9,4,,8:56
uid180,10,4,,9:41
uid180,11,4,,9:51
uid180,12,4,,10:17
uid181,1,4,,6:33
uid181,2,4,,6:48
uid181,3,5,,7:05
uid181,4,5,,7:36
uid181,5,3,,7:44
uid181,6,3,,8:09
uid181,7,3,,8:37
uid181,8,4,,8:51
uid181,9,5,,9:04
uid181,10,3,,9:38
uid181,12,2,,9:58
uid181,11,4,,10:15
uid182,1,5,,6:33
uid182,2,3,,6:50
uid182,3,4,,7:30
uid182,4,4,,7:30
uid182,5,5,,7:48
uid182,6,3,,8:06
uid182,7,4,,8:35
uid182,8,4,,8:49
uid182,9,5,,9:01
uid182,10,4,,9:41
uid182,11,4,,9:56
uid182,12,1,,10:16
uid184,1,3,,6:32
uid184,2,4,,6:49
uid184,3,2,,7:15
uid184,4,5,,7:32
uid184,5,1,,7:45
uid184,6,4,,8:21
uid184,7,3,,8:38
uid184,8,2,,8:50
uid184,9,3,,8:58
uid184,10,1,,9:38
uid184,11,5,,9:46
uid184,12,2,,10:11
uid186,1,3,,6:34
uid186,2,5,,6:48
uid186,3,5,,7:03
uid186,4,4,,7:33
uid186,5,3,,7:49
uid186,6,4,,8:04
uid186,7,5,,8:33
uid186,8,4,,8:49
uid186,9,4,,8:59
uid186,10,4,,9:45
uid186,11,3,,9:57
uid186,12,4,,10:17
uid187,1,2,,6:32
uid187,2,4,,6:49
uid187,3,5,,7:03
uid187,4,4,,7:32
uid187,5,2,,7:48
uid187,6,5,,8:07
uid187,7,4,,8:37
uid187,8,4,,8:50
uid187,9,4,,9:02
uid187,10,4,,10:02
uid187,11,5,,10:03
uid187,12,4,,10:17
uid188,1,3,,6:32
uid188,2,4,,6:49
uid188,3,3,,7:18
uid188,4,4,,7:32
uid188,5,3,,8:20
uid188,6,5,,8:20
uid188,7,3,,8:43
uid188,8,4,,8:50
uid188,9,3,,9:30
uid188,10,4,,9:41
uid188,11,4,,9:56
uid188,12,5,,10:15
uid189,1,2,,6:31
uid189,2,3,,6:49
uid189,3,2,,7:02
uid189,4,4,,7:28
uid189,5,5,,7:48
uid189,6,5,,8:06
uid189,7,2,,8:33
uid189,8,4,,8:46
uid189,9,1,,8:58
uid189,10,4,,9:37
uid189,11,5,,9:51
uid189,12,4,,10:12
uid190,1,4,,6:33
uid190,2,4,,6:46
uid190,3,4,,7:00
uid190,4,4,,7:30
uid190,5,5,,7:42
uid190,6,4,,8:00
uid190,7,3,,8:33
uid190,8,3,,8:45
uid190,9,4,,8:59
uid190,10,3,,9:37
uid190,11,4,,9:50
uid190,12,5,,10:17
uid192,1,2,,6:25
uid192,2,4,,6:44
uid192,3,3,,6:58
uid192,4,3,,7:33
uid192,5,2,,7:42
uid192,6,4,,8:22
uid192,7,2,,8:36
uid192,8,1,,8:45
uid192,9,4,,8:59
uid192,10,3,,9:48
uid192,11,5,,9:50
uid192,12,2,,10:07
uid195,1,3,,6:31
uid195,2,4,,6:49
uid195,3,3,,7:03
uid195,4,3,,7:32
uid195,5,2,,7:43
uid195,6,4,,8:03
uid195,7,4,,8:33
uid195,8,4,,8:52
uid195,9,3,,9:04
uid195,10,5,,9:39
uid195,11,2,,10:01
uid195,12,2,,10:16
