username,score,lag,session_id,primacy,recency,total_comparisons,norm_primacy,norm_recency
uid13,5,4,1,2,0,2,1.0,0.0
uid13,5,5,1,2,0,2,1.0,0.0
uid13,5,6,1,1,0,1,1.0,0.0
uid13,5,8,1,1,0,1,1.0,0.0
uid13,5,9,1,1,0,1,1.0,0.0
uid14,4,2,1,0,1,1,0.0,1.0
uid14,5,1,1,3,2,5,0.6,0.4
uid14,5,2,1,3,2,5,0.6,0.4
uid14,5,3,1,2,1,3,0.6666666666666666,0.3333333333333333
uid14,5,4,1,1,2,3,0.3333333333333333,0.6666666666666666
uid14,5,5,1,1,2,3,0.3333333333333333,0.6666666666666666
uid14,5,6,1,1,2,3,0.3333333333333333,0.6666666666666666
uid14,5,7,1,1,2,3,0.3333333333333333,0.6666666666666666
uid14,5,8,1,1,1,2,0.5,0.5
uid14,5,9,1,0,1,1,0.0,1.0
uid15,3,5,1,0,1,1,0.0,1.0
uid15,5,1,1,2,1,3,0.6666666666666666,0.3333333333333333
uid15,5,2,1,1,1,2,0.5,0.5
uid15,5,3,1,1,0,1,1.0,0.0
uid15,5,5,1,0,1,1,0.0,1.0
uid15,5,6,1,0,1,1,0.0,1.0
uid15,5,7,1,0,1,1,0.0,1.0
uid15,5,8,1,1,0,1,1.0,0.0
uid16,3,1,1,0,2,2,0.0,1.0
uid16,3,2,1,1,1,2,0.5,0.5
uid16,3,3,1,1,0,1,1.0,0.0
uid16,3,4,1,0,1,1,0.0,1.0
uid16,3,5,1,1,0,1,1.0,0.0
uid16,3,6,1,0,1,1,0.0,1.0
uid16,4,1,1,1,2,3,0.3333333333333333,0.6666666666666666
uid16,4,2,1,1,1,2,0.5,0.5
uid16,4,3,1,0,1,1,0.0,1.0
uid16,4,4,1,1,0,1,1.0,0.0
uid16,4,5,1,1,0,1,1.0,0.0
uid16,4,6,1,1,0,1,1.0,0.0
uid16,4,7,1,0,1,1,0.0,1.0
uid17,4,1,1,4,3,7,0.5714285714285714,0.42857142857142855
uid17,4,2,1,4,2,6,0.6666666666666666,0.3333333333333333
uid17,4,3,1,2,4,6,0.3333333333333333,0.6666666666666666
uid17,4,4,1,3,2,5,0.6,0.4
uid17,4,5,1,2,2,4,0.5,0.5
uid17,4,6,1,2,1,3,0.6666666666666666,0.3333333333333333
uid17,4,7,1,0,2,2,0.0,1.0
uid17,4,8,1,1,1,2,0.5,0.5
uid18,3,1,1,2,3,5,0.4,0.6
uid18,3,2,1,3,0,3,1.0,0.0
uid18,3,3,1,1,1,2,0.5,0.5
uid18,3,4,1,2,0,2,1.0,0.0
uid18,3,5,1,2,1,3,0.6666666666666666,0.3333333333333333
uid18,3,6,1,3,0,3,1.0,0.0
uid18,5,4,1,1,0,1,1.0,0.0
uid19,3,1,1,0,2,2,0.0,1.0
uid19,3,2,1,1,1,2,0.5,0.5
uid19,3,3,1,0,1,1,0.0,1.0
uid19,3,4,1,0,1,1,0.0,1.0
uid19,4,2,1,0,1,1,0.0,1.0
uid19,4,4,1,1,0,1,1.0,0.0
uid19,4,6,1,1,0,1,1.0,0.0
uid19,5,9,1,0,1,1,0.0,1.0
uid2,3,1,1,0,1,1,0.0,1.0
uid2,3,5,1,1,0,1,1.0,0.0
uid2,3,6,1,1,0,1,1.0,0.0
uid2,4,1,1,1,2,3,0.3333333333333333,0.6666666666666666
uid2,4,2,1,1,1,2,0.5,0.5
uid2,4,3,1,1,0,1,1.0,0.0
uid2,5,1,1,0,1,1,0.0,1.0
uid2,5,8,1,0,1,1,0.0,1.0
uid2,5,9,1,0,1,1,0.0,1.0
uid20,3,1,1,0,1,1,0.0,1.0
uid20,3,3,1,0,1,1,0.0,1.0
uid20,3,4,1,0,1,1,0.0,1.0
uid20,4,1,1,1,0,1,1.0,0.0
uid20,4,2,1,1,0,1,1.0,0.0
uid20,4,3,1,2,0,2,1.0,0.0
uid20,4,4,1,1,0,1,1.0,0.0
uid20,4,6,1,1,0,1,1.0,0.0
uid20,5,9,1,0,1,1,0.0,1.0
uid21,3,3,1,0,1,1,0.0,1.0
uid21,4,2,1,1,1,2,0.5,0.5
uid21,4,4,1,1,1,2,0.5,0.5
uid21,4,6,1,0,1,1,0.0,1.0
uid21,4,8,1,1,0,1,1.0,0.0
uid21,5,4,1,1,1,2,0.5,0.5
uid21,5,8,1,1,0,1,1.0,0.0
uid22,3,1,1,0,1,1,0.0,1.0
uid22,5,1,1,3,1,4,0.75,0.25
uid22,5,2,1,1,1,2,0.5,0.5
uid22,5,3,1,1,2,3,0.3333333333333333,0.6666666666666666
uid22,5,4,1,1,3,4,0.25,0.75
uid22,5,5,1,2,0,2,1.0,0.0
uid22,5,6,1,0,1,1,0.0,1.0
uid22,5,7,1,1,1,2,0.5,0.5
uid22,5,8,1,1,1,2,0.5,0.5
uid22,5,9,1,0,1,1,0.0,1.0
uid23,3,1,1,1,0,1,1.0,0.0
uid23,4,1,1,0,1,1,0.0,1.0
uid23,4,2,1,1,0,1,1.0,0.0
uid23,4,3,1,1,0,1,1.0,0.0
uid23,4,4,1,1,0,1,1.0,0.0
uid23,4,6,1,1,0,1,1.0,0.0
uid23,4,7,1,1,0,1,1.0,0.0
uid23,5,1,1,2,0,2,1.0,0.0
uid23,5,2,1,1,0,1,1.0,0.0
uid3,3,1,1,1,0,1,1.0,0.0
uid3,3,6,1,0,1,1,0.0,1.0
uid3,4,1,1,2,2,4,0.5,0.5
uid3,4,2,1,2,1,3,0.6666666666666666,0.3333333333333333
uid3,4,3,1,1,1,2,0.5,0.5
uid3,4,4,1,0,2,2,0.0,1.0
uid3,4,5,1,0,1,1,0.0,1.0
uid3,4,6,1,1,0,1,1.0,0.0
uid3,4,7,1,1,0,1,1.0,0.0
uid3,4,8,1,0,1,1,0.0,1.0
uid5,3,1,1,1,0,1,1.0,0.0
uid5,4,1,1,2,1,3,0.6666666666666666,0.3333333333333333
uid5,4,2,1,1,1,2,0.5,0.5
uid5,4,3,1,1,1,2,0.5,0.5
uid5,4,4,1,2,1,3,0.6666666666666666,0.3333333333333333
uid5,4,5,1,2,0,2,1.0,0.0
uid5,4,6,1,1,0,1,1.0,0.0
uid5,4,8,1,1,0,1,1.0,0.0
uid5,5,6,1,1,0,1,1.0,0.0
uid6,3,1,1,1,1,2,0.5,0.5
uid6,3,2,1,2,1,3,0.6666666666666666,0.3333333333333333
uid6,3,3,1,0,1,1,0.0,1.0
uid6,3,4,1,0,2,2,0.0,1.0
uid6,3,5,1,1,0,1,1.0,0.0
uid6,3,6,1,1,0,1,1.0,0.0
uid6,5,2,1,1,0,1,1.0,0.0
uid6,5,4,1,0,1,1,0.0,1.0
uid6,5,6,1,1,0,1,1.0,0.0
uid7,3,1,1,1,1,2,0.5,0.5
uid7,3,2,1,0,1,1,0.0,1.0
uid7,4,1,1,1,2,3,0.3333333333333333,0.6666666666666666
uid7,4,2,1,2,0,2,1.0,0.0
uid7,4,3,1,0,1,1,0.0,1.0
uid7,4,4,1,0,1,1,0.0,1.0
uid7,4,5,1,0,1,1,0.0,1.0
uid7,4,6,1,1,0,1,1.0,0.0
uid7,4,7,1,0,1,1,0.0,1.0
uid7,5,1,1,0,1,1,0.0,1.0
uid8,3,5,1,1,0,1,1.0,0.0
uid8,5,1,1,3,2,5,0.6,0.4
uid8,5,2,1,2,3,5,0.4,0.6
uid8,5,3,1,2,2,4,0.5,0.5
uid8,5,4,1,2,2,4,0.5,0.5
uid8,5,5,1,4,0,4,1.0,0.0
uid8,5,6,1,2,0,2,1.0,0.0
uid8,5,7,1,1,1,2,0.5,0.5
uid8,5,8,1,1,0,1,1.0,0.0
uid8,5,9,1,1,0,1,1.0,0.0
uid9,3,1,1,0,1,1,0.0,1.0
uid9,3,5,1,0,1,1,0.0,1.0
uid9,3,6,1,0,1,1,0.0,1.0
uid9,4,4,1,0,1,1,0.0,1.0
uid9,4,5,1,1,0,1,1.0,0.0
uid9,5,1,1,1,1,2,0.5,0.5
uid9,5,2,1,1,0,1,1.0,0.0
uid9,5,4,1,0,1,1,0.0,1.0
uid9,5,5,1,0,1,1,0.0,1.0
uid9,5,6,1,1,0,1,1.0,0.0
uid11,3,1,2,0,1,1,0.0,1.0
uid11,3,6,2,0,1,1,0.0,1.0
uid11,4,2,2,1,1,2,0.5,0.5
uid11,4,3,2,0,1,1,0.0,1.0
uid11,4,4,2,0,1,1,0.0,1.0
uid11,4,5,2,0,1,1,0.0,1.0
uid11,4,7,2,0,1,1,0.0,1.0
uid11,5,2,2,0,1,1,0.0,1.0
uid11,5,3,2,0,1,1,0.0,1.0
uid11,5,5,2,0,1,1,0.0,1.0
uid12,3,2,2,1,0,1,1.0,0.0
uid12,3,6,2,0,1,1,0.0,1.0
uid12,4,2,2,1,0,1,1.0,0.0
uid12,4,4,2,0,1,1,0.0,1.0
uid12,4,6,2,0,1,1,0.0,1.0
uid12,5,1,2,1,1,2,0.5,0.5
uid12,5,2,2,0,1,1,0.0,1.0
uid12,5,3,2,1,1,2,0.5,0.5
uid12,5,4,2,1,0,1,1.0,0.0
uid13,3,4,2,0,1,1,0.0,1.0
uid13,4,1,2,0,1,1,0.0,1.0
uid13,4,4,2,0,2,2,0.0,1.0
uid13,4,5,2,0,1,1,0.0,1.0
uid13,4,8,2,0,1,1,0.0,1.0
uid13,5,2,2,1,2,3,0.3333333333333333,0.6666666666666666
uid13,5,4,2,0,2,2,0.0,1.0
uid13,5,6,2,0,1,1,0.0,1.0
uid14,4,2,2,0,1,1,0.0,1.0
uid14,4,4,2,0,1,1,0.0,1.0
uid14,4,6,2,0,1,1,0.0,1.0
uid14,5,1,2,2,2,4,0.5,0.5
uid14,5,2,2,1,3,4,0.25,0.75
uid14,5,3,2,2,1,3,0.6666666666666666,0.3333333333333333
uid14,5,4,2,1,3,4,0.25,0.75
uid14,5,5,2,0,2,2,0.0,1.0
uid14,5,6,2,0,2,2,0.0,1.0
uid14,5,7,2,0,1,1,0.0,1.0
uid14,5,8,2,0,1,1,0.0,1.0
uid15,4,2,2,1,2,3,0.3333333333333333,0.6666666666666666
uid15,4,4,2,1,1,2,0.5,0.5
uid15,4,6,2,1,0,1,1.0,0.0
uid15,5,1,2,1,1,2,0.5,0.5
uid15,5,2,2,0,4,4,0.0,1.0
uid15,5,3,2,1,0,1,1.0,0.0
uid15,5,4,2,0,3,3,0.0,1.0
uid15,5,5,2,1,0,1,1.0,0.0
uid15,5,6,2,0,2,2,0.0,1.0
uid15,5,7,2,1,0,1,1.0,0.0
uid15,5,8,2,0,1,1,0.0,1.0
uid16,4,1,2,0,1,1,0.0,1.0
uid16,4,2,2,2,0,2,1.0,0.0
uid16,4,3,2,0,2,2,0.0,1.0
uid16,4,5,2,0,1,1,0.0,1.0
uid16,5,1,2,1,0,1,1.0,0.0
uid16,5,2,2,1,1,2,0.5,0.5
uid16,5,3,2,0,2,2,0.0,1.0
uid16,5,4,2,0,1,1,0.0,1.0
uid16,5,5,2,0,2,2,0.0,1.0
uid16,5,7,2,0,1,1,0.0,1.0
uid16,5,8,2,0,1,1,0.0,1.0
uid17,4,1,2,0,1,1,0.0,1.0
uid17,4,2,2,0,1,1,0.0,1.0
uid17,4,3,2,0,1,1,0.0,1.0
uid17,4,4,2,0,1,1,0.0,1.0
uid17,4,5,2,0,1,1,0.0,1.0
uid17,4,7,2,0,1,1,0.0,1.0
uid17,5,1,2,1,2,3,0.3333333333333333,0.6666666666666666
uid17,5,2,2,2,0,2,1.0,0.0
uid17,5,3,2,1,2,3,0.3333333333333333,0.6666666666666666
uid17,5,4,2,2,1,3,0.6666666666666666,0.3333333333333333
uid17,5,5,2,2,0,2,1.0,0.0
uid17,5,7,2,1,0,1,1.0,0.0
uid17,5,8,2,1,0,1,1.0,0.0
uid18,4,1,2,0,1,1,0.0,1.0
uid18,4,3,2,0,2,2,0.0,1.0
uid18,4,4,2,0,1,1,0.0,1.0
uid18,4,6,2,0,1,1,0.0,1.0
uid18,4,7,2,0,1,1,0.0,1.0
uid18,5,1,2,2,1,3,0.6666666666666666,0.3333333333333333
uid18,5,2,2,0,1,1,0.0,1.0
uid18,5,3,2,2,1,3,0.6666666666666666,0.3333333333333333
uid18,5,4,2,1,2,3,0.3333333333333333,0.6666666666666666
uid18,5,5,2,0,1,1,0.0,1.0
uid18,5,6,2,0,1,1,0.0,1.0
uid18,5,7,2,1,1,2,0.5,0.5
uid18,5,8,2,0,1,1,0.0,1.0
uid19,4,1,2,1,0,1,1.0,0.0
uid19,4,2,2,1,1,2,0.5,0.5
uid19,4,3,2,1,0,1,1.0,0.0
uid19,4,4,2,1,1,2,0.5,0.5
uid19,4,5,2,1,0,1,1.0,0.0
uid19,4,6,2,0,1,1,0.0,1.0
uid19,4,8,2,0,1,1,0.0,1.0
uid19,5,1,2,1,1,2,0.5,0.5
uid19,5,2,2,1,2,3,0.3333333333333333,0.6666666666666666
uid19,5,3,2,1,0,1,1.0,0.0
uid19,5,4,2,0,2,2,0.0,1.0
uid19,5,5,2,1,0,1,1.0,0.0
uid19,5,6,2,0,1,1,0.0,1.0
uid22,4,4,2,0,1,1,0.0,1.0
uid22,5,1,2,2,3,5,0.4,0.6
uid22,5,2,2,1,3,4,0.25,0.75
uid22,5,3,2,1,3,4,0.25,0.75
uid22,5,4,2,2,3,5,0.4,0.6
uid22,5,5,2,1,2,3,0.3333333333333333,0.6666666666666666
uid22,5,6,2,2,0,2,1.0,0.0
uid22,5,7,2,1,1,2,0.5,0.5
uid22,5,8,2,0,2,2,0.0,1.0
uid22,5,9,2,0,1,1,0.0,1.0
uid23,4,6,2,1,0,1,1.0,0.0
uid23,5,1,2,2,3,5,0.4,0.6
uid23,5,2,2,2,3,5,0.4,0.6
uid23,5,3,2,2,3,5,0.4,0.6
uid23,5,4,2,2,2,4,0.5,0.5
uid23,5,5,2,0,3,3,0.0,1.0
uid23,5,6,2,1,2,3,0.3333333333333333,0.6666666666666666
uid23,5,7,2,0,1,1,0.0,1.0
uid23,5,8,2,0,1,1,0.0,1.0
uid23,5,9,2,0,1,1,0.0,1.0
uid25,3,2,2,1,0,1,1.0,0.0
uid25,4,1,2,0,1,1,0.0,1.0
uid25,4,2,2,0,2,2,0.0,1.0
uid25,4,3,2,1,1,2,0.5,0.5
uid25,4,4,2,0,1,1,0.0,1.0
uid25,4,5,2,1,1,2,0.5,0.5
uid25,4,7,2,1,0,1,1.0,0.0
uid25,4,8,2,1,0,1,1.0,0.0
uid25,5,2,2,0,2,2,0.0,1.0
uid25,5,4,2,0,1,1,0.0,1.0
uid26,4,1,2,1,0,1,1.0,0.0
uid26,4,2,2,2,0,2,1.0,0.0
uid26,4,3,2,0,1,1,0.0,1.0
uid26,4,4,2,1,1,2,0.5,0.5
uid26,4,5,2,0,1,1,0.0,1.0
uid26,4,6,2,1,0,1,1.0,0.0
uid26,4,7,2,1,0,1,1.0,0.0
uid26,4,8,2,1,0,1,1.0,0.0
uid26,5,2,2,1,2,3,0.3333333333333333,0.6666666666666666
uid26,5,4,2,1,1,2,0.5,0.5
uid26,5,6,2,0,1,1,0.0,1.0
uid27,3,1,2,1,0,1,1.0,0.0
uid27,4,1,2,1,0,1,1.0,0.0
uid27,4,3,2,1,1,2,0.5,0.5
uid27,4,4,2,1,0,1,1.0,0.0
uid27,4,6,2,0,1,1,0.0,1.0
uid27,4,7,2,1,0,1,1.0,0.0
uid27,5,1,2,1,0,1,1.0,0.0
uid27,5,3,2,1,0,1,1.0,0.0
uid27,5,4,2,1,0,1,1.0,0.0
uid28,4,1,2,1,0,1,1.0,0.0
uid28,4,2,2,1,1,2,0.5,0.5
uid28,4,3,2,0,1,1,0.0,1.0
uid28,4,4,2,0,2,2,0.0,1.0
uid28,4,5,2,0,1,1,0.0,1.0
uid28,4,6,2,0,1,1,0.0,1.0
uid28,4,8,2,0,1,1,0.0,1.0
uid28,5,2,2,1,2,3,0.3333333333333333,0.6666666666666666
uid28,5,4,2,0,2,2,0.0,1.0
uid28,5,6,2,0,1,1,0.0,1.0
uid29,3,3,2,0,1,1,0.0,1.0
uid29,4,1,2,0,2,2,0.0,1.0
uid29,4,3,2,2,0,2,1.0,0.0
uid29,4,4,2,1,1,2,0.5,0.5
uid29,4,6,2,1,0,1,1.0,0.0
uid29,4,7,2,1,1,2,0.5,0.5
uid29,4,8,2,0,1,1,0.0,1.0
uid29,5,3,2,2,0,2,1.0,0.0
uid29,5,6,2,1,0,1,1.0,0.0
uid30,4,2,2,2,0,2,1.0,0.0
uid30,4,4,2,0,1,1,0.0,1.0
uid30,4,6,2,0,2,2,0.0,1.0
uid30,4,8,2,0,1,1,0.0,1.0
uid30,5,1,2,1,1,2,0.5,0.5
uid30,5,2,2,1,3,4,0.25,0.75
uid30,5,3,2,1,1,2,0.5,0.5
uid30,5,4,2,1,2,3,0.3333333333333333,0.6666666666666666
uid30,5,5,2,0,1,1,0.0,1.0
uid30,5,6,2,1,1,2,0.5,0.5
uid30,5,8,2,0,1,1,0.0,1.0
uid33,4,2,2,1,0,1,1.0,0.0
uid33,4,3,2,0,2,2,0.0,1.0
uid33,4,5,2,0,1,1,0.0,1.0
uid33,4,6,2,0,1,1,0.0,1.0
uid33,4,8,2,0,1,1,0.0,1.0
uid33,5,1,2,2,0,2,1.0,0.0
uid33,5,2,2,1,2,3,0.3333333333333333,0.6666666666666666
uid33,5,3,2,1,2,3,0.3333333333333333,0.6666666666666666
uid33,5,4,2,1,1,2,0.5,0.5
uid33,5,5,2,1,1,2,0.5,0.5
uid33,5,6,2,0,1,1,0.0,1.0
uid33,5,7,2,0,1,1,0.0,1.0
uid33,5,8,2,1,0,1,1.0,0.0
uid35,4,2,2,0,1,1,0.0,1.0
uid35,4,6,2,0,1,1,0.0,1.0
uid35,4,8,2,0,1,1,0.0,1.0
uid35,5,1,2,1,3,4,0.25,0.75
uid35,5,2,2,1,4,5,0.2,0.8
uid35,5,3,2,1,3,4,0.25,0.75
uid35,5,4,2,1,2,3,0.3333333333333333,0.6666666666666666
uid35,5,5,2,1,1,2,0.5,0.5
uid35,5,6,2,1,1,2,0.5,0.5
uid35,5,8,2,0,1,1,0.0,1.0
uid37,4,1,2,1,2,3,0.3333333333333333,0.6666666666666666
uid37,4,2,2,1,1,2,0.5,0.5
uid37,4,3,2,1,1,2,0.5,0.5
uid37,4,4,2,2,1,3,0.6666666666666666,0.3333333333333333
uid37,4,5,2,1,1,2,0.5,0.5
uid37,4,6,2,1,0,1,1.0,0.0
uid37,4,8,2,1,0,1,1.0,0.0
uid37,5,1,2,1,1,2,0.5,0.5
uid37,5,2,2,1,0,1,1.0,0.0
uid37,5,4,2,0,1,1,0.0,1.0
uid37,5,5,2,0,1,1,0.0,1.0
uid37,5,6,2,0,1,1,0.0,1.0
uid39,3,4,2,1,0,1,1.0,0.0
uid39,4,1,2,3,0,3,1.0,0.0
uid39,4,2,2,0,1,1,0.0,1.0
uid39,4,3,2,0,2,2,0.0,1.0
uid39,4,4,2,1,1,2,0.5,0.5
uid39,4,5,2,2,0,2,1.0,0.0
uid39,4,6,2,1,0,1,1.0,0.0
uid39,4,7,2,1,0,1,1.0,0.0
uid39,4,8,2,2,0,2,1.0,0.0
uid39,5,2,2,0,1,1,0.0,1.0
uid40,4,2,2,1,1,2,0.5,0.5
uid40,4,4,2,1,0,1,1.0,0.0
uid40,5,1,2,0,1,1,0.0,1.0
uid40,5,2,2,3,1,4,0.75,0.25
uid40,5,3,2,0,1,1,0.0,1.0
uid40,5,4,2,1,2,3,0.3333333333333333,0.6666666666666666
uid40,5,5,2,0,1,1,0.0,1.0
uid40,5,6,2,0,2,2,0.0,1.0
uid40,5,7,2,0,1,1,0.0,1.0
uid40,5,8,2,1,0,1,1.0,0.0
uid40,5,9,2,0,1,1,0.0,1.0
uid5,5,1,2,5,4,9,0.5555555555555556,0.4444444444444444
uid5,5,2,2,7,1,8,0.875,0.125
uid5,5,3,2,5,2,7,0.7142857142857143,0.2857142857142857
uid5,5,4,2,5,1,6,0.8333333333333334,0.16666666666666666
uid5,5,5,2,4,1,5,0.8,0.2
uid5,5,6,2,4,0,4,1.0,0.0
uid5,5,7,2,2,1,3,0.6666666666666666,0.3333333333333333
uid5,5,8,2,2,0,2,1.0,0.0
uid5,5,9,2,1,0,1,1.0,0.0
uid6,4,1,2,1,0,1,1.0,0.0
uid6,4,2,2,1,0,1,1.0,0.0
uid6,4,5,2,0,1,1,0.0,1.0
uid6,4,6,2,0,1,1,0.0,1.0
uid6,4,7,2,0,1,1,0.0,1.0
uid6,4,8,2,0,1,1,0.0,1.0
uid6,5,1,2,1,2,3,0.3333333333333333,0.6666666666666666
uid6,5,2,2,0,3,3,0.0,1.0
uid6,5,3,2,1,2,3,0.3333333333333333,0.6666666666666666
uid6,5,4,2,0,2,2,0.0,1.0
uid6,5,5,2,0,2,2,0.0,1.0
uid6,5,6,2,0,1,1,0.0,1.0
uid6,5,8,2,0,1,1,0.0,1.0
uid7,4,3,2,0,1,1,0.0,1.0
uid7,5,1,2,1,4,5,0.2,0.8
uid7,5,2,2,1,3,4,0.25,0.75
uid7,5,3,2,1,4,5,0.2,0.8
uid7,5,4,2,0,3,3,0.0,1.0
uid7,5,5,2,1,2,3,0.3333333333333333,0.6666666666666666
uid7,5,6,2,1,2,3,0.3333333333333333,0.6666666666666666
uid7,5,7,2,0,2,2,0.0,1.0
uid7,5,8,2,0,2,2,0.0,1.0
uid7,5,9,2,0,1,1,0.0,1.0
uid8,4,1,2,1,1,2,0.5,0.5
uid8,4,2,2,0,1,1,0.0,1.0
uid8,4,4,2,0,1,1,0.0,1.0
uid8,4,5,2,0,1,1,0.0,1.0
uid8,4,6,2,0,1,1,0.0,1.0
uid8,5,1,2,1,3,4,0.25,0.75
uid8,5,2,2,2,1,3,0.6666666666666666,0.3333333333333333
uid8,5,3,2,1,1,2,0.5,0.5
uid8,5,4,2,1,2,3,0.3333333333333333,0.6666666666666666
uid8,5,5,2,0,2,2,0.0,1.0
uid8,5,6,2,0,1,1,0.0,1.0
uid9,3,2,2,0,1,1,0.0,1.0
uid9,3,6,2,0,1,1,0.0,1.0
uid9,4,1,2,1,0,1,1.0,0.0
uid9,4,2,2,0,1,1,0.0,1.0
uid9,4,3,2,1,1,2,0.5,0.5
uid9,4,4,2,0,1,1,0.0,1.0
uid9,4,6,2,0,1,1,0.0,1.0
uid9,5,1,2,1,0,1,1.0,0.0
uid9,5,3,2,0,1,1,0.0,1.0
uid9,5,4,2,1,0,1,1.0,0.0
uid42,4,1,3,1,1,2,0.5,0.5
uid42,4,2,3,0,1,1,0.0,1.0
uid42,4,4,3,1,0,1,1.0,0.0
uid42,4,5,3,1,0,1,1.0,0.0
uid42,4,6,3,1,0,1,1.0,0.0
uid42,5,1,3,0,4,4,0.0,1.0
uid42,5,2,3,0,2,2,0.0,1.0
uid42,5,4,3,1,0,1,1.0,0.0
uid42,5,5,3,1,1,2,0.5,0.5
uid42,5,6,3,0,3,3,0.0,1.0
uid42,5,7,3,0,2,2,0.0,1.0
uid42,5,8,3,0,1,1,0.0,1.0
uid43,4,1,3,1,0,1,1.0,0.0
uid43,4,2,3,0,1,1,0.0,1.0
uid43,4,3,3,0,1,1,0.0,1.0
uid43,4,5,3,0,1,1,0.0,1.0
uid43,4,7,3,0,1,1,0.0,1.0
uid43,4,8,3,0,1,1,0.0,1.0
uid43,5,1,3,2,1,3,0.6666666666666666,0.3333333333333333
uid43,5,2,3,1,2,3,0.3333333333333333,0.6666666666666666
uid43,5,3,3,1,1,2,0.5,0.5
uid43,5,4,3,0,1,1,0.0,1.0
uid43,5,5,3,0,1,1,0.0,1.0
uid44,4,1,3,1,0,1,1.0,0.0
uid44,4,3,3,1,1,2,0.5,0.5
uid44,4,4,3,1,0,1,1.0,0.0
uid44,4,6,3,0,1,1,0.0,1.0
uid44,4,7,3,1,0,1,1.0,0.0
uid45,3,3,3,1,0,1,1.0,0.0
uid45,4,2,3,0,1,1,0.0,1.0
uid45,5,1,3,1,2,3,0.3333333333333333,0.6666666666666666
uid45,5,2,3,1,1,2,0.5,0.5
uid45,5,3,3,1,1,2,0.5,0.5
uid45,5,4,3,0,2,2,0.0,1.0
uid45,5,5,3,1,0,1,1.0,0.0
uid45,5,6,3,1,1,2,0.5,0.5
uid45,5,7,3,1,1,2,0.5,0.5
uid45,5,8,3,0,1,1,0.0,1.0
uid46,4,1,3,0,1,1,0.0,1.0
uid46,4,3,3,1,0,1,1.0,0.0
uid46,4,4,3,2,0,2,1.0,0.0
uid46,4,5,3,1,0,1,1.0,0.0
uid46,4,8,3,1,0,1,1.0,0.0
uid46,5,1,3,2,1,3,0.6666666666666666,0.3333333333333333
uid46,5,2,3,1,1,2,0.5,0.5
uid46,5,3,3,1,1,2,0.5,0.5
uid46,5,4,3,1,2,3,0.3333333333333333,0.6666666666666666
uid46,5,5,3,0,2,2,0.0,1.0
uid46,5,6,3,1,0,1,1.0,0.0
uid46,5,7,3,0,1,1,0.0,1.0
uid46,5,8,3,1,0,1,1.0,0.0
uid48,3,6,3,1,0,1,1.0,0.0
uid48,4,5,3,0,1,1,0.0,1.0
uid48,5,1,3,0,2,2,0.0,1.0
uid48,5,2,3,1,2,3,0.3333333333333333,0.6666666666666666
uid48,5,3,3,1,2,3,0.3333333333333333,0.6666666666666666
