username,group_number,rate,feedback,time
uid8,4,5,,07:33
uid4,4,5,,07:33
uid6,4,5,,07:33
uid11,4,4,,07:33
uid2,4,5,היה מעניין והתובנות היו ברורות ,07:33
uid10,4,4,,07:34
uid1,4,4,,07:34
uid3,4,4,"מרגישים הבנה, עניין בנושא וניתוח ענייני ועובדתי",07:36
uid7,5,5,,07:47
uid4,5,5,"הפרויקט היה מוצג בצורה יפה מאוד ואלגנטית.
המסקנות היו ברורות ומעניינות 
",07:51
uid9,5,5,"User-friendly. ברור ומובהק, אולי מעט ארוך ומפורט ל10 דקות. ",07:52
uid13,5,5,,07:52
uid2,5,5,היה גיוון בגרפים ואסתטי מאוד ,07:53
uid8,5,5,,07:54
uid3,5,5,"מלא במידע, שמונגש ברור וחלק",07:54
uid10,5,5,,07:54
uid6,5,5,,07:54
uid14,5,5,"פרויקט מצוין מעניין ורלוונטי 
המון נתונים שבאמת מלמדים ומעשירים את הידע בנושא 
והעלאת מודעות ",07:54
uid1,5,5,,07:54
uid11,5,3,,07:55
uid12,4,5,,07:55
uid5,5,5,,07:56
uid5,6,4,"היה חסר צבעים הגרפים
והייתי מצמצם קצת את האורך",08:11
uid10,6,4,,08:11
uid2,6,4,,08:17
uid7,6,5,,08:18
uid8,6,4,,08:19
uid12,6,5,"הניתוח היה מעמיק, רחב, ועם זאת שמר על ייחודיות ועקביות",08:19
uid9,6,4,"תוכן מעיניין, אבל החקירה לא ממוקדת",08:20
uid11,6,3,,08:21
uid12,5,5,,08:22
uid13,6,4,,08:31
uid3,6,4,"מרגישים בקיאות בחומר, ניתוחים מעניינים ומקוריים",08:32
uid4,6,4,,08:33
uid14,6,4,"פרויקט מעניין 
גרפים עשויים טוב 
היה ממש נחמד לשמוע את הנתונים האלה ולקבל הסבר למה אין לי שעות שינה- למחוק את הטיקטוק ",08:35
uid6,6,3,,08:37
uid1,6,5,,08:38
uid14,7,3,"גרפים יפים 
קורלציה טובה
היה מעניין לשמוע על נושא שאני לא מבינה בו ",08:48
uid2,7,4,,08:48
uid3,7,5,"הבנה מקוריות, פרקטיות, מסקנות, הצגה טובה הבנה בטכניקה והגשה מעניינת",08:51
uid7,7,4,,08:51
uid5,7,4,"לעצב את הגרפים קצת יותר טוב
להוסיף צבע לגרפים
",08:52
uid8,7,4,,08:52
uid1,7,5,,08:55
uid12,7,5,,08:56
uid13,7,4,,08:56
uid4,7,4,,08:56
uid9,7,4,"מאוד ממוקד, עם מסקנות מעשיות. מעט פשוט",08:56
uid11,7,4,,08:57
uid6,7,3,,09:03
uid10,7,4,,09:08
uid10,8,4,,09:09
uid5,8,2,"המון מלל
גרפים גדולים ולא מסודרים
הייתי מוסיף לגרפים צבעים 

באופן כללי קצת פחות הבנתי מה היה נקודות המחשבה על של העבודה וגם היית ארוכה",09:09
uid4,8,3,"
הפרויקט נראה מושקע .
הגרפים היו פחות טובים לטעמי 
הגרפי מדינות היו מאוד עמוסות.
היו גרפים שהיו קטנים מאוד ולא היה אפשר להבין כל כך",09:11
uid11,8,3,,09:12
uid7,8,4,,09:13
uid8,8,3,,09:13
uid9,8,3,"הגרפים מעט מבלבלים, ומשהו בהם נראה טיפה לא הגיוני מתמטית ",09:17
uid12,8,5,"בעיניי היה טוב, חלק מהגרפים היו נראים עמוסים במלל (גם במקרא) והייתי שמח בתור צופה מהצד לראות גרף מעט יותר מסודר ואסתטי
חוץ מזה עבודת המחקר הייתה נראית חכמה ומעמיקה, וניכר שהושקעה המון מחשבה מאחורי הפרויקט
",09:18
uid13,8,4,"מסקנות חשובות ומעניינות
תצוגה יפה 
",09:19
uid14,8,3,"גרפים לא טובים בעיניי
עמוסים 
נושא מעניין מאוד יכל להיות הרבה יותר טוב אם היו מתמקדות בחלק מהמדינות 
לי היה קשה להבין ",09:20
uid6,8,2,,09:20
uid1,8,4,,09:23
uid2,8,4,,09:23
uid7,9,2,,09:26
uid3,8,4,,09:30
uid8,9,3,,09:34
uid14,9,4,"ראוי להערכה לעשות לבד ובשפה זרה. היה מרשים, גרפים טובים 
מסקנות טובות ",09:34
uid6,9,1,,09:35
uid10,9,4,,09:35
uid2,9,3,,09:36
uid13,9,2,,09:36
uid5,9,1,"לשים צבעים בגרפים
לדעתי נראה שהוא לא מספקי מתמצא בחומר
הגרפים לא הציגו בצורה טובה את הנאמר 

",09:37
uid11,9,3,,09:37
uid4,9,3,"אני חושבת שכל הכבוד על האומץ לעשות את עבודה לבד זה הרבה יותר קשה ולוקח יותר זמן לעשות את העבודה.
",09:37
uid12,9,4,,09:44
uid3,9,4,,09:47
uid9,9,3,"לא ברור כל כך אם הקושי היה רק מבחינת השפה, היה חסר  labels על הגרפים, וחלק קצת חזרו על עצמם.
 מצד שני, כל הכבוד על ה pushing through it, המשיך להציג למרות שביברור היה קושי גדול.",09:52
uid1,9,3,,10:37
