username,group_number,rate,feedback,time
uid4,2,5,"פרויקט יפייפה
יצירתי, רואים שנעשה בשיתוף פעולה
ההצגה הייתה מעניינת ממש",06:59
uid2,4,4,,07:51
uid16,2,4,"פרוייקט ממש יפה , הראתם הרבה ידע ויכולת שליטה על הגרפים",06:59
uid11,2,5,,06:59
uid10,2,5,כמה תלמידים)שורות( מצויין בדאטה? ,06:59
uid21,2,5,"הציגו באופן ממש מובן, הגרפים היו נראים ממש טוב 
אם היו מציגות את שאלת המחקר בהתחלה זה היה אפילו יותר מובן ",06:59
uid12,2,5,,06:59
uid15,2,5,"הגרפים היו ממש טובים וראו שהייתה השקעה ממש גבוהה.
יש מסקנות מאוד ברורות והסדר של הפרוייקט היה  ברור.",06:59
uid19,2,5,גרפים מיוחדים שמעבירים טוב את המסר,06:59
uid1,2,5,"אהבתי את הפרזנטצייה רמה גבוהה ביותר
גרפים יפים מאוד",06:59
uid22,2,4,"היה מאד יפה, הוצג בצורה מאד יפה וברורה. 
דיברו יפה ומעניין. הפרוייקט עצמו היה בנוי טוב, מובן, ראו שהשקיעו בו מאמץ. 
היה מגוון גרפים שזה היה יפה לראות איך שהם הציגו את זה",06:59
uid13,2,4,"מסודר מאוד, כן היה  ריבוי יפה של גרפים אבל לפעמים זה היה יותר מידי ולא היה מובן מה המסקנה . הפרויקט ממש מובן והייתה עבודה טובה של הסברה שלו",06:59
uid8,2,5,עבדנו המון על העבודה הזאת ניסינו ליצור דרכים פשוטות להעברת מסרים שונות ומסובכים. ,06:59
uid14,2,5,"פרויקט ממש יפה ומרשים עם הרבה עבודה, מוצג בצורה מסודרת ויפה.
נראה שנהנו לעבוד עליו ושהיה הרבה מידע. שאלות מקוריות",06:59
uid6,2,4,"הגרפים היו ממש מובנים והציגו את הדאטה בצורה ממש טובה ויצירתית.
אופן ההצגה גם היה ממש טוב ומלא חיים.",07:00
uid18,1,5,,07:01
uid17,2,4,"הגרפים מרשימים, מאוד מובנים. החיבור לדאטה היה טוב, לא היה קשה להבין על מה מדובר. אהבתי את החבילת יתרונות וחסרונות ",07:01
uid22,3,3,"היה רעיון יפה, הציגו יפה ודיברו עיניינית. הרגשתי שלא ככ הבנתי את המסקנות הסופיות",07:11
uid11,3,4,,07:12
uid3,3,3,,07:13
uid2,3,3,,07:13
uid9,3,3,"היה טוב ומאוד ברור, טיפה קצר",07:13
uid13,3,5,הגיעו לכל מסקנה באופן מאוד ברור עם גרפים יצירתיים והסבר מעולה,07:13
uid12,3,4,,07:13
uid19,3,5,רואים את הדרך בבירור הגרפים מובנים ומובילים מהלך טוב,07:13
uid10,3,4,האם הפסקתם לשתות קפה בעיקבות הפרויקט? ,07:14
uid4,3,4,האם היו תובנות שויתרתם עליהם בהצגה? ז״א שהתחלתם לעבוד עליהם וגיליתן שהן פחות מעניינות,07:14
uid20,3,5,"גרפים מוצגים בצורה ברורה, הכל הוצג ברור ",07:14
uid8,3,4,ניכרת השקעה,07:14
uid16,3,3,"הצגה יפה, באמת הנושא מעניין ואיתו הגרפים, כן יש שיפור בהצגת הגרפים עם המשתנים",07:14
uid23,3,4,הצגנו את זה יפה ומובן,07:14
uid14,3,4,האם הפרוייקט השפיע עליכם ועל צריכת הקפה שלכם? האם הרגשתם שזה רלוונטי ותרם לכם להתנהלות?,07:14
uid21,3,4,"הציגו ממש אחלה, גרפים יחסית מובנים",07:14
uid7,3,5,"הגרפים היו טובים, אבל את גרף הליינפלוט היה אפשר להציג כבארפלוט",07:16
uid17,3,5,,07:16
uid5,3,4,היה פרוייקט מעניין  הם הציגו יפה ועשו השוואות מעניינות,07:18
uid6,3,4,"הגרפים היו ממש מובנים 
ההצגה הייתה טובה מאוד 
הנושא היה רלוונטי ",07:18
uid15,3,4,,07:32
uid18,2,5,,07:33
uid1,4,5,הצגה ממש יפה ומובנת,07:34
uid10,4,4,,07:44
uid14,4,4,"היה מובן ומעניין, מוצג בצורה טובה. אתן חושבות שאפשר להשתמש בנתונים האלה ממש לחיים עצמם ולשפר את זה? זה יכול להיות ממש יעיל",07:45
uid4,4,4,איך עשיתן את הגרף עם המפה? מעניין ממש ואסתטי,07:45
uid23,4,3,הם הציגו יפה,07:45
uid20,4,4,"מאוד מעניין, הניתוח היה ברור בנוסף הוסיפו עוד נתונים מאוד מרשים",07:46
uid16,4,4,"הצגה ממש יפה,גרפים מאוד יצירתיים ומסקנות טובות והבאת ידע חדש",07:49
uid15,4,3,,07:49
uid9,4,4,"קצר וברור, לא הציגו את השאלות בהתחלה לדעתי",07:50
uid7,4,5,"גרפים ממש ממש יפים, מאד אהבתי את דרך ההצגה ואת הנושא",07:50
uid3,4,5,,07:50
uid19,4,5,מיוחד ומקורי גרפים מעניינים ומגניבים,07:50
uid12,4,5,,07:50
uid21,4,4,"הציגו מובן וטוב, גרפים של מפיה לדוגמה שממש עוזר להבנה של הגרף שלפניו
השקיעו",07:50
uid8,4,4,עבודה יצירתית רואים שהשקיעו המון מחשבה,07:50
uid11,4,5,"הסבירו ממש ברור והגרפים היו מוצגים טוב והבהירו את המסר טוב , המהלך היה מסודר וגרם להבנה טובה ועיניין",07:51
uid17,4,3,,07:51
uid6,4,5,הגרפים היו ממש ברורים ואופן בניית ההצגה וההגעה למסקנות הייתה מצויינת ,07:52
uid13,4,3,"פרויקט שהוצג טוב, גרפים מעניינים וניתוח מופשט ומובן של הדאטה . המסקנות קצת חזרו על עצמן לדעתי",07:52
uid22,4,5,"אני עשיתי את הפרוייקט הזה, אני חושבת שזה פרוייקט מאד מעניין (לפחות שאני עשיתי אותו היה לי עניין ולא מתוך שיעמום) 
אני חושבת שעם גיוונו בכפרים והבאנו את המסקנות שלנו מכיוונים שונים. ",07:53
uid1,5,5,,07:56
uid1,3,5,,07:57
uid17,5,5,"נושא ממש מסקרן, מסקנות טובות ועמוקות מעוצב טוב וגרפים מובנים ומעבירים את המסר ",08:03
uid23,5,4,"היה מאוד מעניין , הציגו מאוד יפה",08:04
uid22,5,4,"היה מעניין מדבר על כל אחד שחי במדינת ישראל 
הציגו יפה גם בדיבור וגם בנראות 
המבנה גם היה יפה 
",08:05
uid13,5,3,"הנושא מאוד מעניין אבל אין גיוון גדול בין סוגי הגרפים והצבעים, היו גרפי עמודות שלא היו בהם נתונים והוצגו בכל זאת",08:05
uid1,7,5,,08:05
uid9,5,5,"מאוד מושקע, מדוייק וברור.
הסדר גם מאוד עוזר להבנה",08:05
uid1,6,5,,08:05
uid18,4,5,,08:05
uid7,5,4,"מבנה עבודה טוב, ניתן לראות בדיור איפה מסקנה מתחילה ונגמרת. רואים שעבודת החקר הייתה מעמיקה מאד",08:06
uid18,5,5,,08:06
uid20,5,5,"מאוד ברור , הנתונים ברורים הגרפים מוצגים בצורה מובנת מעניין מאוד הנושא ",08:06
uid16,5,4,"הסדר של הפרוייקט לפי המסקנות ממש יפה , נתונים מדויקים ומפורטים ",08:07
uid5,5,4,היה מעניין אהבתי שבאתם עם הנחות מסוימות ובעזרת הנתונים גיליתם דברים חדשים אהבתי את החלק האחרון שהראתם את הפערים של ערן הנופש לערים אחרות בישראל.,08:08
uid11,5,4,,08:09
uid15,5,3,,08:09
uid3,5,5,,08:10
uid2,5,5,,08:10
uid12,5,5,,08:10
uid8,5,4,ראו את ההשקעה שלהם בעבודה,08:11
uid19,5,5,עבודה מרשימה עם הרבה נתונים וגרפים שמוצגים ומנותחים היטב,08:11
uid18,3,5,,08:11
uid5,4,5,התחברתי לנושא שהעברנו ועניין אותי לחקור אותו אני חושבת שהבאנו גרפים שמשקפים בצורה טובה וברורה את מה שרצינו לנתח ,08:11
uid10,5,5,פרויקט שלנו,08:11
uid21,5,5,"מאוד מובן, ראו שהן מתעניינות בנושא, חקרו דברים טובים שבאמת מעניינים ולא סתם הלכו למה שיש קורלציה אבל חיפשו דברים שגם יעניינו",08:11
uid14,5,5,הפרויקט שלנו,08:12
uid4,5,5,"
אין שאלה - הפרויקט שלנו
כן אגיד שהדירוג גבוה מהסיבה שהגשנו תוצר שהיינו ממש שלמות איתו ",08:12
uid6,5,5,"עבודה מעולה 
הגרפים היו ברורים מאוד
הבניה של ההצגה והחשיבה הייתה מאוד טובה והוצגה בצורה מעולה ",08:12
uid23,6,4,"היה מאוד מעניין , מסקנות מאוד טובות , עבודה מאוד טובה עם הדאטה",08:23
uid5,6,4,הגרפים היו ברורים אהבתי את החלק שהוספתם עמודות שנראו לכם חשובות  ושעשיתם המון התפלגויות שונות של מה משפיע על הרציחות.,08:24
uid4,6,4,האם חששתן להציג נושא כל כך רגיש? האם הייתה התבלטות סביב זה?,08:24
uid11,6,4,"ההסבר היה ממש ברור , נושא מעניין והגרפים הסבירו בצורה ברורה וטובה את המסקנה ",08:24
uid22,6,4,"הסבירו ממש יפה, היה מעניין מאד לא הורדתי את העיניים מהלוח. 

הגרפים מסבירים באופן ממש טוב את מה שהם ניסו להגיד",08:25
uid9,6,4,"מאוד מעניין, שאפו על העבודה עם הנתונים",08:25
uid19,6,4,עבודה מרשימה גרפים שמוצגים טוב אחד ליד השני ומעבירים טוב את המסר,08:25
uid16,6,4,פרוייקט מהמם עם מסקנות מעולות,08:25
uid15,6,3,,08:25
uid3,6,4,,08:26
uid21,6,4,"הציגו ממש מובן, גרפים היו מובנים ומעניינים",08:26
uid7,6,5,אהבתי את היצירתיות והעבודה הקשה שהן עשו בסידור הדאטה,08:26
uid2,6,4,,08:26
uid12,6,5,,08:26
uid20,6,5,"נושא מאוד מעניין , הגרפים מאוד ברורים ניתן להסיק לבד ללא הסבר",08:27
uid17,6,5,פרויקט שלי ,08:28
uid6,6,4,הבחירה של הגרפים הייתה ממש טובה והמחישה ממש טוב את מה שרציתן להעביר.,08:28
uid8,6,4,,08:29
uid13,6,5,"פרויקט של עצמי אז קשה להעיד, אני פשוט יודעת כמה עבודה נעשתה מאחוריו ולכן הדירוג",08:29
uid10,6,4,,08:39
uid14,6,4,האם הדאטה הפחיד אתכן? הפתיע?,08:39
uid17,7,3,,08:50
uid23,7,2,"זה היה לא מובן בכלל , לא הבנתי כמעט כלום מהגרפים .",08:50
uid13,7,2,"לא הצלחתי להבין מה המסקנות בשורה התחתונה, היה ריבוי טבלאות ופחות גרפים",08:51
uid22,7,3,"הנושא עצמו פחות מעניין אותי אז היה לי קשה להחזיק ולהבין את הדאתא עצמה, לפי מה שזה נראה אבל הם הבינו וחקרו על מה מדובר והעבירו יפה את העבודה",08:52
uid20,7,3,"לא היה מובן כל כך, גרפים היו במקומות שונים לא קשור לשאלות לדוגמא גרף לשאלה 1 נמצא כמה עמודים מתחת 
",08:52
uid21,7,3,"למי שפחות מבין בנושא קצת קשה להבין
אבל בכללי היה נראה שהם מבינים לגמרי מה הם מדברים ומה הגרפים מראים",08:52
uid7,7,3,לא ממש הבנתי את העבודה אבל הגרפים כן ניסו כמה שיותר להמחיש ולפשט,08:53
uid5,7,3,"אהבתי מאוד את הגרף של הסטיות תקן ותושרה במה הכי כדאי להשקיע, 
היה מעניין ללמוד על עולם ההשקעות.
",08:54
uid11,7,3,רואים שהם ממש מבינים בנושא והוא מעניין אותם  הגרפים ברורים ומסבירים ברור ,08:55
uid16,7,3,"הצגת נתונים בעייתיים להצגה מפורטת, יש סדר בעבודה וצבעוני",08:56
uid15,7,2,,09:00
uid14,7,4,,09:00
uid9,7,3,מעוצב יפה והסבר טוב,09:00
uid2,7,3,,09:00
uid4,7,3,האם הייתם צריכים ללמוד על עולם ההשקעות כדי לנתח את הנתונים?,09:00
uid10,7,3,הייתי שמחה לבסיס מה משמעות השקעה טובה ,09:00
uid6,7,3,ההצגה היתה טובה ,09:00
uid8,7,4,,09:01
uid19,7,3,עבודה יפה עם גרפים ויזואליים מרשימים ועבודה מרשימה על הגרפים,09:01
uid12,7,5,,09:12
uid18,6,5,,09:13
uid18,7,5,,09:13
uid3,7,2,,11:02
